seed,rolling_val_rmse_mean,rolling_val_rmse_std,final_valid_rmse,final_valid_mae,final_valid_mape,final_valid_direction_acc,test_rmse,test_mae,test_mape,test_direction_acc,best_epoch_final
42,2.443331044092429,0.30760582420810806,2.1124928355800874,1.498191475868225,0.022446682676672935,0.75,19.43599741730454,16.325864791870117,0.16781085729599,0.05,12
44,2.3951738448007727,0.6372022803289628,2.1136579195491407,1.4758093357086182,0.022108396515250206,0.7666666666666667,19.723988848201685,16.587909698486328,0.17094466090202332,0.05,7
43,2.188799526635481,0.22578234419379284,2.323103949918661,1.8619742393493652,0.02878035046160221,0.6666666666666666,19.827393911364304,16.47038459777832,0.16877634823322296,0.08333333333333333,11
