model,diagnostics_status,seed,rolling_val_rmse_mean,rolling_val_rmse_std,final_valid_rmse,final_valid_mae,final_valid_mape,final_valid_direction_acc,test_rmse,test_mae,test_mape,test_direction_acc,best_epoch_final
HAR-no-leak-residual,FAILED_DIAGNOSTIC,42,2.352748709482151,0.5776276790950216,3.096201840250614,2.4234910011291504,0.036713775247335434,0.3333333333333333,17.013000005567893,13.798367500305176,0.1414545178413391,0.05,0
