model,fold,mse,rmse,mae,mape,direction_acc,n
late_gru_gate_validation_selected_top2,1,11.30372628940299,3.362101469230664,2.6505521000000005,0.03985349553142208,0.7,60
late_gru_gate_validation_selected_top2,2,12.974548876108747,3.6020201104531258,3.1730743833333332,0.044535470596741865,0.6333333333333333,60
late_gru_gate_validation_selected_top2,3,3.815981575102663,1.9534537555577463,1.4562797249999997,0.02145328681898262,0.5666666666666667,60
late_gru_gate_validation_selected_top2,4,1.9520741589763,1.397166475040215,1.1200493666666662,0.017426273906454577,0.8333333333333334,60
late_gru_gate_validation_selected_top2,5,7.9185934787513945,2.8139995520169143,2.1626625999999995,0.03256538920434408,0.6666666666666666,60
late_gru_gate_validation_selected_top2,6,244.78064967627193,15.64546738439833,12.478325,0.12679352210716413,0.95,60
