model,frequency,input_variant,fusion_method,window_length,selection_metric,deployment_mode,final_valid_rmse_mean,final_valid_rmse_std,test_rmse_mean,test_rmse_std,deployed_final_valid_rmse,deployed_test_rmse,deployed_test_mae,deployed_test_mape,diagnostics_status
TimeMixer,daily,text,,90,forecast_priority_shortlist,ensemble,2.665477092022931,0.05099354017185949,16.00996802897935,0.16316172895630543,2.646937032465848,16.004128877051734,12.704029083251953,0.12921270728111267,PASS
